show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,soup
80224362,Movie,kings,denizgamzeergüven,"halleberry,danielcraig,lamarjohnson,kaalanwalker,rachelhilson,issacryanbrown,callanfarris,serenityreignbrown,reececody,aidenakpan","France, Belgium, China, United States",29-Oct-18,2017.0,R,87 min,dramas,afostermomandherhousefulofkidsbefriendabitterneighboraftertherodneykingverdictishandeddownin1992losangeles.,"kings denizgamzeergüven halleberry,danielcraig,lamarjohnson,kaalanwalker,rachelhilson,issacryanbrown,callanfarris,serenityreignbrown,reececody,aidenakpan dramas afostermomandherhousefulofkidsbefriendabitterneighboraftertherodneykingverdictishandeddownin1992losangeles."
80092857,Movie,pupstar,robertvince,"makenziemoss,jedrees,daviddeluise,carlajimenez,tomeverettscott,diedrichbader,georgenewbern,bonniesomerville,johnratzenberger",Canada,29-Oct-16,2016.0,G,92 min,"children&familymovies,comedies","afterasingingpupwithbigdreamsofstardomgetsdognappedandescapeswithafriend'shelp,herjourneyhomeisafun,music-filledadventure.","pupstar robertvince makenziemoss,jedrees,daviddeluise,carlajimenez,tomeverettscott,diedrichbader,georgenewbern,bonniesomerville,johnratzenberger children&familymovies,comedies afterasingingpupwithbigdreamsofstardomgetsdognappedandescapeswithafriend'shelp,herjourneyhomeisafun,music-filledadventure."
80244679,Movie,a3minutehug,everardogonzález,,"Mexico, United States",28-Oct-19,2019.0,TV-PG,28 min,"documentaries,internationalmovies",thisdocumentarycapturesthejoyandheartbreakoffamiliesseparatedbytheu.s.-mexicobordersharingashortbutbittersweetreunionin2018.,"a3minutehug everardogonzález  documentaries,internationalmovies thisdocumentarycapturesthejoyandheartbreakoffamiliesseparatedbytheu.s.-mexicobordersharingashortbutbittersweetreunionin2018."
81110394,Movie,littlemisssumo,mattkay,hiyorikon,United Kingdom,28-Oct-19,2018.0,TV-G,20 min,"documentaries,internationalmovies,sportsmovies","inanancientsporttraditionallyreservedformen,20-year-oldfemalesumoprodigyhiyoriattemptstorevolutionizejapan’snationalpastime.","littlemisssumo mattkay hiyorikon documentaries,internationalmovies,sportsmovies inanancientsporttraditionallyreservedformen,20-year-oldfemalesumoprodigyhiyoriattemptstorevolutionizejapan’snationalpastime."
80067754,Movie,equals,drakedoremus,"nicholashoult,kristenstewart,jackiweaver,guypearce,rebeccahazlewood,scottlawrence,kailennox,rizwanmanji","United States, Indonesia",28-Oct-18,2015.0,PG-13,102 min,"dramas,romanticmovies,sci-fi&fantasy",twoyoungloversdepartfromthenormsimplybyhavingromanticfeelingsforeachotherinasocietywherehumanshavebeenrelievedofallemotions.,"equals drakedoremus nicholashoult,kristenstewart,jackiweaver,guypearce,rebeccahazlewood,scottlawrence,kailennox,rizwanmanji dramas,romanticmovies,sci-fi&fantasy twoyoungloversdepartfromthenormsimplybyhavingromanticfeelingsforeachotherinasocietywherehumanshavebeenrelievedofallemotions."
80189954,Movie,pupstar:better2gether,robertvince,"kaitlynmaher,obbababatundé,lombardoboyar,mollyburnett,chriscoppola,reggiedeleon,daviddeluise,mattyfinochio,joshflitter,benjaminfloresjr.",Canada,28-Oct-17,2017.0,PG,93 min,"children&familymovies,comedies",returningpupstarchamptinyhasheryorkiepawsfullafteranevilrivalreplacesherwithstreetdogscrappyduringthenationalcompetition.,"pupstar:better2gether robertvince kaitlynmaher,obbababatundé,lombardoboyar,mollyburnett,chriscoppola,reggiedeleon,daviddeluise,mattyfinochio,joshflitter,benjaminfloresjr. children&familymovies,comedies returningpupstarchamptinyhasheryorkiepawsfullafteranevilrivalreplacesherwithstreetdogscrappyduringthenationalcompetition."
80094648,Movie,iamtheprettythingthatlivesinthehouse,osgoodperkins,"ruthwilson,bobbalaban,lucyboynton,paulaprentiss","Canada, United States",28-Oct-16,2016.0,TV-14,89 min,"horrormovies,internationalmovies,thrillers",anervousnursewhoscareseasilyfindsherselfcaringforanailinghorrornovelistwhilelivinginahousewithhiddensecrets.,"iamtheprettythingthatlivesinthehouse osgoodperkins ruthwilson,bobbalaban,lucyboynton,paulaprentiss horrormovies,internationalmovies,thrillers anervousnursewhoscareseasilyfindsherselfcaringforanailinghorrornovelistwhilelivinginahousewithhiddensecrets."
80066073,Movie,intotheinferno,wernerherzog,wernerherzog,"United Kingdom, Germany, Canada",28-Oct-16,2016.0,TV-PG,107 min,documentaries,"withstunningviewsoferuptionsandlavaflows,wernerherzogcapturestherawpowerofvolcanoesandtheirtiestoindigenousspiritualpractices.","intotheinferno wernerherzog wernerherzog documentaries withstunningviewsoferuptionsandlavaflows,wernerherzogcapturestherawpowerofvolcanoesandtheirtiestoindigenousspiritualpractices."
80123740,Movie,theafricandoctor,julienrambaldi,"marczinga,aïssamaïga,bayronlebli,médinadiarra,rufus,jonathanlambert,jean-benoîtugeux",France,28-Oct-16,2016.0,TV-PG,94 min,"comedies,dramas,internationalmovies","happilyescapingadictatorship,acongolesedoctortransplantshisfamilytoasmallfrenchvillage,wherecultureshocksetsinforeveryone.","theafricandoctor julienrambaldi marczinga,aïssamaïga,bayronlebli,médinadiarra,rufus,jonathanlambert,jean-benoîtugeux comedies,dramas,internationalmovies happilyescapingadictatorship,acongolesedoctortransplantshisfamilytoasmallfrenchvillage,wherecultureshocksetsinforeveryone."
80123741,Movie,theyareeverywhere,yvanattal,"yvanattal,benoîtpoelvoorde,charlottegainsbourg,valériebonneton,danyboon,grégorygadebois,denispodalydès,françoisdamiens,yaméecouture,freyamavor,rivkamichaeli","France, Belgium",28-Oct-16,2016.0,TV-MA,110 min,"comedies,internationalmovies","incounselingsessionswithhistherapist,preoccupiedyvansharesstoriesofanti-semitismandwhatit'sliketoliveasajewinmodernfrance.","theyareeverywhere yvanattal yvanattal,benoîtpoelvoorde,charlottegainsbourg,valériebonneton,danyboon,grégorygadebois,denispodalydès,françoisdamiens,yaméecouture,freyamavor,rivkamichaeli comedies,internationalmovies incounselingsessionswithhistherapist,preoccupiedyvansharesstoriesofanti-semitismandwhatit'sliketoliveasajewinmodernfrance."
80094260,TV Show,trailerparkboys:outofthepark:europe,,"mikesmith,johnpaultremblay,robbwells",Canada,28-Oct-16,2016.0,TV-MA,1 Season,"internationaltvshows,tvcomedies","thetrailerparkboysarethrilledtogetafreetriptoeurope,untiltheyarriveandlearnabouttheircorporatesponsor'sunusualrequirements.","trailerparkboys:outofthepark:europe  mikesmith,johnpaultremblay,robbwells internationaltvshows,tvcomedies thetrailerparkboysarethrilledtogetafreetriptoeurope,untiltheyarriveandlearnabouttheircorporatesponsor'sunusualrequirements."
80123742,Movie,westcoast,benjaminweill,"devicouzigou,mathiscrusson,victorleblond,sullivanloyez,pierre-françoismartin-laval,hugochalan-marchio",France,28-Oct-16,2016.0,TV-MA,81 min,"comedies,dramas,internationalmovies",foursmall-townfrenchteenswhostylethemselvesafteramericanrapperssetouttoavengeaclassroominsultandenduponamind-blowingadventure.,"westcoast benjaminweill devicouzigou,mathiscrusson,victorleblond,sullivanloyez,pierre-françoismartin-laval,hugochalan-marchio comedies,dramas,internationalmovies foursmall-townfrenchteenswhostylethemselvesafteramericanrapperssetouttoavengeaclassroominsultandenduponamind-blowingadventure."
81197399,TV Show,"wait,myyouth",,"zhaoyiqin,lijiaqi,ligeyang,xumengyuan,wushuangyi,dongyanlei,vincentwei",,27-Oct-19,2019.0,TV-PG,1 Season,"internationaltvshows,romantictvshows,teentvshows","sixhopefulfriendsjourneyintoadulthoodtocreatethemomentsthatpullthemtogether,drawthemapartandmakethemfallinlove.","wait,myyouth  zhaoyiqin,lijiaqi,ligeyang,xumengyuan,wushuangyi,dongyanlei,vincentwei internationaltvshows,romantictvshows,teentvshows sixhopefulfriendsjourneyintoadulthoodtocreatethemomentsthatpullthemtogether,drawthemapartandmakethemfallinlove."
81000863,Movie,14cameras,"scotthussion,sethfuller","nevillearchambault,ambermidthunder,brytneeratledge,hankrogerson,chelseaedmundson,john-paulhoward,loramartinez-cunningham,briannemoncrief",United States,27-Oct-18,2018.0,TV-MA,89 min,"horrormovies,thrillers","uppingthe“13cameras”ante,thissequelfindsafamilyrentingavacationhousethat’sbeencustomizedtoviolatetheirprivacy.","14cameras scotthussion,sethfuller nevillearchambault,ambermidthunder,brytneeratledge,hankrogerson,chelseaedmundson,john-paulhoward,loramartinez-cunningham,briannemoncrief horrormovies,thrillers uppingthe“13cameras”ante,thissequelfindsafamilyrentingavacationhousethat’sbeencustomizedtoviolatetheirprivacy."
70082255,Movie,dragontigergate,wilsonyip,"donnieyen,nicholastse,shawnyue,dongjie,lixiaoran,yuenwah,chenkuantai,xingyu,vincentsze,tommyyuen","Hong Kong, China",27-Oct-18,2006.0,TV-MA,94 min,"action&adventure,internationalmovies",dragonandhisfellowstudentsatdragontigergatemartialartsschoolteamuptobattletheferociousvillainshibumi.,"dragontigergate wilsonyip donnieyen,nicholastse,shawnyue,dongjie,lixiaoran,yuenwah,chenkuantai,xingyu,vincentsze,tommyyuen action&adventure,internationalmovies dragonandhisfellowstudentsatdragontigergatemartialartsschoolteamuptobattletheferociousvillainshibumi."
80197912,TV Show,beyondstrangerthings,,"jimrash,mattduffer,rossduffer,shawnlevy,davidharbour,finnwolfhard,milliebobbybrown,gatenmatarazzo,calebmclaughlin,nataliadyer,charlieheaton,noahschnapp,joekeery,dacremontgomery,sadiesink,paulreiser,seanastin,randyhavens,brettgelman,linneaberthelsen",United States,27-Oct-17,2017.0,TV-14,1 Season,"stand-upcomedy&talkshows,tvmysteries,tvsci-fi&fantasy","secretsfromthe""strangerthings2""universearerevealedascastandguestsdiscussthelatestepisodeswithhostjimrash.caution:spoilersahead!","beyondstrangerthings  jimrash,mattduffer,rossduffer,shawnlevy,davidharbour,finnwolfhard,milliebobbybrown,gatenmatarazzo,calebmclaughlin,nataliadyer,charlieheaton,noahschnapp,joekeery,dacremontgomery,sadiesink,paulreiser,seanastin,randyhavens,brettgelman,linneaberthelsen stand-upcomedy&talkshows,tvmysteries,tvsci-fi&fantasy secretsfromthe""strangerthings2""universearerevealedascastandguestsdiscussthelatestepisodeswithhostjimrash.caution:spoilersahead!"
80117454,Movie,joandidion:thecenterwillnothold,griffindunne,joandidion,United States,27-Oct-17,2017.0,TV-14,98 min,documentaries,"literaryiconjoandidionreflectsonherremarkablecareerandpersonalstrugglesinthisintimatedocumentarydirectedbyhernephew,griffindunne.","joandidion:thecenterwillnothold griffindunne joandidion documentaries literaryiconjoandidionreflectsonherremarkablecareerandpersonalstrugglesinthisintimatedocumentarydirectedbyhernephew,griffindunne."
80095197,Movie,7años,rogergual,"pacoleón,juanaacosta,juanpabloraba,alexbrendemühl,manuelmorón",Spain,27-Oct-16,2016.0,TV-MA,77 min,"dramas,internationalmovies",loyaltiesaretestedandcrueltiesrevealedwhenfourbusinesspartnersspendatenseeveningdebatingwhowillpayforthecrimetheycommitted.,"7años rogergual pacoleón,juanaacosta,juanpabloraba,alexbrendemühl,manuelmorón dramas,internationalmovies loyaltiesaretestedandcrueltiesrevealedwhenfourbusinesspartnersspendatenseeveningdebatingwhowillpayforthecrimetheycommitted."
80045783,Movie,mansonfamilyvacation,j.davis,"jayduplass,linasphillips,leonorapitts,adamchernick,davie-blue,suzanneford,tobinbell",United States,27-Oct-15,2015.0,NR,85 min,"comedies,dramas,independentmovies","thepleasantfamilylifeofanl.a.attorneyisdisruptedbythesuddenarrivalofhisbrother,whoisobsessedwiththecharlesmansonmurders.","mansonfamilyvacation j.davis jayduplass,linasphillips,leonorapitts,adamchernick,davie-blue,suzanneford,tobinbell comedies,dramas,independentmovies thepleasantfamilylifeofanl.a.attorneyisdisruptedbythesuddenarrivalofhisbrother,whoisobsessedwiththecharlesmansonmurders."
81185502,TV Show,alittlethingcalledfirstlove,,"laikuan-lin,zhaojinmai,wangrunze,chaiwei,wangbowen",China,26-Oct-19,2019.0,TV-G,1 Season,"internationaltvshows,romantictvshows,teentvshows",ashycollegestudentwithaknackfordrawingdevelopsacrushonamusicallygiftedclassmateandembarksonajourneyofself-discovery.,"alittlethingcalledfirstlove  laikuan-lin,zhaojinmai,wangrunze,chaiwei,wangbowen internationaltvshows,romantictvshows,teentvshows ashycollegestudentwithaknackfordrawingdevelopsacrushonamusicallygiftedclassmateandembarksonajourneyofself-discovery."
81123469,Movie,thelastwhistle,robsmat,"bradleland,jimo'heir,deannelauvin,lesmiles,ericnelsen,fredtolliverjr,tylerperez,saintynelsen",United States,26-Oct-19,2019.0,PG,88 min,"dramas,sportsmovies","afterastarplayerdiesduringfootballpractice,hiscoach’scareerandreputationareonthelineasherefusestoquithiswin-at-all-costsstyle.","thelastwhistle robsmat bradleland,jimo'heir,deannelauvin,lesmiles,ericnelsen,fredtolliverjr,tylerperez,saintynelsen dramas,sportsmovies afterastarplayerdiesduringfootballpractice,hiscoach’scareerandreputationareonthelineasherefusestoquithiswin-at-all-costsstyle."
80211622,Movie,beensolong,tingekrishnan,"michaelacoel,arinzékene,georgemackay,ashleythomas,joedempsie,ronkeadekoluejo,lukenorris,myalewis",,26-Oct-18,2018.0,TV-MA,100 min,"dramas,internationalmovies,music&musicals",asinglemotherinlondon'scamdentownhearsmusicwhenshemeetsahandsomestrangerwithapast.butshe'snotsureshe'sreadytoopenherheart.,"beensolong tingekrishnan michaelacoel,arinzékene,georgemackay,ashleythomas,joedempsie,ronkeadekoluejo,lukenorris,myalewis dramas,internationalmovies,music&musicals asinglemotherinlondon'scamdentownhearsmusicwhenshemeetsahandsomestrangerwithapast.butshe'snotsureshe'sreadytoopenherheart."
80990221,Movie,dovlatov,alekseygerman,"milanmaric,danilakozlovsky,helenasujecka,arturbeschastny,antonshagin,svetlanakhodchenkova,elenalyadova,piotrgasowski,evagerr,hannasleszynska","Russia, Poland, Serbia",26-Oct-18,2018.0,PG-13,126 min,"dramas,internationalmovies","oversixdaysin1971,brilliantwritersergeidovlatovencountersmaddeningbarrierstopublishinghisworkundertherepressivesovietregime.","dovlatov alekseygerman milanmaric,danilakozlovsky,helenasujecka,arturbeschastny,antonshagin,svetlanakhodchenkova,elenalyadova,piotrgasowski,evagerr,hannasleszynska dramas,internationalmovies oversixdaysin1971,brilliantwritersergeidovlatovencountersmaddeningbarrierstopublishinghisworkundertherepressivesovietregime."
80202352,Movie,incoming,ericzaragosa,"scottadkins,aaronmccusker,vahldinprelic,lukasloughran,michellelehane,alaaseif,milankovacevic,arkiereece,vladimiralenikov,dominicpower","Serbia, United States",26-Oct-18,2019.0,TV-MA,89 min,"action&adventure,sci-fi&fantasy","whenanimprisonedterroristcellhijacksahigh-securityprisoninouterspace,aciaagentbecomestheonechanceofstoppingthem.","incoming ericzaragosa scottadkins,aaronmccusker,vahldinprelic,lukasloughran,michellelehane,alaaseif,milankovacevic,arkiereece,vladimiralenikov,dominicpower action&adventure,sci-fi&fantasy whenanimprisonedterroristcellhijacksahigh-securityprisoninouterspace,aciaagentbecomestheonechanceofstoppingthem."
80235268,Movie,jefe,sergiobarrejón,"luiscallejo,juanaacosta,carlod'ursi,joseanbengoetxea,bárbarasanta-cruz,maicabarroso,adamjezierski,sergioquintana","Spain, Portugal",26-Oct-18,2018.0,TV-MA,90 min,"comedies,dramas,internationalmovies","arude,self-centeredbusinessmanseemstobeonthebrinkoflosingeverythinguntilanightjanitorathisofficehelpshimfindredemption.","jefe sergiobarrejón luiscallejo,juanaacosta,carlod'ursi,joseanbengoetxea,bárbarasanta-cruz,maicabarroso,adamjezierski,sergioquintana comedies,dramas,internationalmovies arude,self-centeredbusinessmanseemstobeonthebrinkoflosingeverythinguntilanightjanitorathisofficehelpshimfindredemption."
80992500,Movie,santocachón,,,Colombia,26-Oct-18,2018.0,TV-14,87 min,"comedies,internationalmovies,romanticmovies",amanwhosewifeisrepeatedlycheatingonhimturnstohisfriendsforsupportinthiswackycomedy.,"santocachón   comedies,internationalmovies,romanticmovies amanwhosewifeisrepeatedlycheatingonhimturnstohisfriendsforsupportinthiswackycomedy."
80241061,Movie,shirkers,sanditan,,"United States, United Kingdom",26-Oct-18,2018.0,TV-14,97 min,documentaries,"in1992,sanditanandherfriendsshotaquirkyfilmonthestreetsofsingapore.thenthefootagedisappeared,sendingheronahuntforanswers.","shirkers sanditan  documentaries in1992,sanditanandherfriendsshotaquirkyfilmonthestreetsofsingapore.thenthefootagedisappeared,sendingheronahuntforanswers."
80185048,TV Show,terrorismclosecalls,,,"United States, Czech Republic",26-Oct-18,2018.0,TV-MA,1 Season,"crimetvshows,docuseries,internationaltvshows",lawenforcementofficialslookbackonattemptedterroristattacksthatwerethwartedinthenickoftime.,"terrorismclosecalls   crimetvshows,docuseries,internationaltvshows lawenforcementofficialslookbackonattemptedterroristattacksthatwerethwartedinthenickoftime."
81025088,Movie,w/oram,vijayyelakanti,"lakshmimanchu,aadarshbalakrishna,priyadarshipullikonda,samratreddy,shrikanthiyyangar,shrustidange",India,26-Oct-18,2018.0,TV-MA,115 min,"dramas,internationalmovies,thrillers","frustratedwiththestalledinvestigationintoherhusband'smurder,awomansearchesforthekilleronherown,puttingherselfingravedanger.","w/oram vijayyelakanti lakshmimanchu,aadarshbalakrishna,priyadarshipullikonda,samratreddy,shrikanthiyyangar,shrustidange dramas,internationalmovies,thrillers frustratedwiththestalledinvestigationintoherhusband'smurder,awomansearchesforthekilleronherown,puttingherselfingravedanger."
80173479,Movie,strangeweather,katherinedieckmann,"hollyhunter,carriecoon,kimcoates,shanejacobsen,andreneward-hammond,allenequincy,glenneheadly",United States,26-Oct-17,2016.0,R,91 min,"dramas,independentmovies","agrievingmothertakesaroadtripwithherfriendtoconfrontthemanwho,shebelieves,stoleherlateson'sbusinessideatogetrich.","strangeweather katherinedieckmann hollyhunter,carriecoon,kimcoates,shanejacobsen,andreneward-hammond,allenequincy,glenneheadly dramas,independentmovies agrievingmothertakesaroadtripwithherfriendtoconfrontthemanwho,shebelieves,stoleherlateson'sbusinessideatogetrich."
80081372,Movie,ataleofloveanddarkness,natalieportman,"natalieportman,giladkahana,amirtessler,monimoshonov,ohadknoller,makramkhoury,netariskin,alexanderpeleg,rotemkeinan,tomerkapon","Israel, United States",25-Oct-19,2015.0,PG-13,98 min,"dramas,internationalmovies","basedonthememoirsofauthoramosoz,thispoeticdramashareshisfamily'staleofsufferingandsurvivalintheearlyyearsofindependentisrael.","ataleofloveanddarkness natalieportman natalieportman,giladkahana,amirtessler,monimoshonov,ohadknoller,makramkhoury,netariskin,alexanderpeleg,rotemkeinan,tomerkapon dramas,internationalmovies basedonthememoirsofauthoramosoz,thispoeticdramashareshisfamily'staleofsufferingandsurvivalintheearlyyearsofindependentisrael."
81136744,Movie,assimilate,johnmurlowski,"joelcourtney,calumworthy,andimatichak,katherinemcnamara,camgigandet,masonmcnulty,terrydaleparks,vitoviscuso,jenniferpiercemathus,kevinremington",United States,25-Oct-19,2019.0,TV-14,94 min,"horrormovies,sci-fi&fantasy,thrillers",agroupoffriendsmakingawebseriesabouttheirhometownrealizeitisn’tasboringastheythoughtwhentheirneighborsstartbehavingstrangely.,"assimilate johnmurlowski joelcourtney,calumworthy,andimatichak,katherinemcnamara,camgigandet,masonmcnulty,terrydaleparks,vitoviscuso,jenniferpiercemathus,kevinremington horrormovies,sci-fi&fantasy,thrillers agroupoffriendsmakingawebseriesabouttheirhometownrealizeitisn’tasboringastheythoughtwhentheirneighborsstartbehavingstrangely."
80221210,TV Show,brotherhood,,"narunacosta,seujorge,hermilaguedes,leetaylor,danilograngheia,wesleyguimarães,pedrowagner",Brazil,25-Oct-19,2019.0,TV-MA,1 Season,"crimetvshows,internationaltvshows,tvdramas","anhonestlawyerreachesamoralcrossroadsafterthecopsforcehertoinformonherincarceratedbrother,theleaderofarisingcriminalfaction.","brotherhood  narunacosta,seujorge,hermilaguedes,leetaylor,danilograngheia,wesleyguimarães,pedrowagner crimetvshows,internationaltvshows,tvdramas anhonestlawyerreachesamoralcrossroadsafterthecopsforcehertoinformonherincarceratedbrother,theleaderofarisingcriminalfaction."
81132444,Movie,consequences ,ozanaçıktan,"nehirerdoğan,tarduflordun,i̇lkerkaleli,serkankeskin,esrabezenbilgin,aytaçuşun,cemözeren,canerarçkan",Turkey,25-Oct-19,2014.0,TV-MA,106 min,"dramas,internationalmovies,thrillers",secretsbubbletothesurfaceafterasensualencounterandanunforeseencrimeentangletwofriendsandawomancaughtbetweenthem.,"consequences  ozanaçıktan nehirerdoğan,tarduflordun,i̇lkerkaleli,serkankeskin,esrabezenbilgin,aytaçuşun,cemözeren,canerarçkan dramas,internationalmovies,thrillers secretsbubbletothesurfaceafterasensualencounterandanunforeseencrimeentangletwofriendsandawomancaughtbetweenthem."
80182014,Movie,dolemiteismyname,craigbrewer,"eddiemurphy,wesleysnipes,keegan-michaelkey,mikeepps,craigrobinson,titussburgess,da'vinejoyrandolph,kodismit-mcphee",United States,25-Oct-19,2019.0,R,118 min,"comedies,dramas","in1970sla,strugglingcomedianrudyraymoorehitsitbigwithhisraunchyalterego,dolemite,thenrisksitalltotakehisacttothebigscreen.","dolemiteismyname craigbrewer eddiemurphy,wesleysnipes,keegan-michaelkey,mikeepps,craigrobinson,titussburgess,da'vinejoyrandolph,kodismit-mcphee comedies,dramas in1970sla,strugglingcomedianrudyraymoorehitsitbigwithhisraunchyalterego,dolemite,thenrisksitalltotakehisacttothebigscreen."
81010786,TV Show,drugsquad:costadelsol,,"hugosilva,álvarocervantes,mikiesparbé,jesúscastro,sarasálamo,jorgeusón,cayetanacabezas,pablobéjar,marcocáceres,oliviadelcán,jorgesuquet,danielholguín,joaquíngalletero,carolinayuste,anafernández",Spain,25-Oct-19,2019.0,TV-MA,1 Season,"crimetvshows,internationaltvshows,spanish-languagetvshows",fourintrepidandimpulsivepoliceofficersformaspecialnarcoticsunittocombatthebirthofdrugtraffickingonspain'scostadelsolinthe1970s.,"drugsquad:costadelsol  hugosilva,álvarocervantes,mikiesparbé,jesúscastro,sarasálamo,jorgeusón,cayetanacabezas,pablobéjar,marcocáceres,oliviadelcán,jorgesuquet,danielholguín,joaquíngalletero,carolinayuste,anafernández crimetvshows,internationaltvshows,spanish-languagetvshows fourintrepidandimpulsivepoliceofficersformaspecialnarcoticsunittocombatthebirthofdrugtraffickingonspain'scostadelsolinthe1970s."
81078456,Movie,ittakesalunatic,billylyons,,"United States, United Kingdom, Germany",25-Oct-19,2019.0,TV-MA,127 min,documentaries,"theextraordinarylifeofbelovedactingteacherandtheatreproducerwynnhandmanisrecalledinthisportraitofaprovocative,innovativeartist.","ittakesalunatic billylyons  documentaries theextraordinarylifeofbelovedactingteacherandtheatreproducerwynnhandmanisrecalledinthisportraitofaprovocative,innovativeartist."
81105406,TV Show,monzón:aknockoutblow,,"jorgeromán,mauriciopaniagua,carlaquevedo,palomaker,soledadsilveyra,diegocremonesi,florenciaraggi,gustavogarzón,yayoguridi,fabiánarenillas,nachogadano,belénchavanne",Argentina,25-Oct-19,2018.0,TV-MA,1 Season,"crimetvshows,internationaltvshows,spanish-languagetvshows","thisdramatizationtellsthestoryofargentineboxingchampioncarlosmonzón,aswellastheinvestigationintothedeathofhiswifealiciamuñiz.","monzón:aknockoutblow  jorgeromán,mauriciopaniagua,carlaquevedo,palomaker,soledadsilveyra,diegocremonesi,florenciaraggi,gustavogarzón,yayoguridi,fabiánarenillas,nachogadano,belénchavanne crimetvshows,internationaltvshows,spanish-languagetvshows thisdramatizationtellsthestoryofargentineboxingchampioncarlosmonzón,aswellastheinvestigationintothedeathofhiswifealiciamuñiz."
81121023,Movie,mynextguestwithdavidlettermanandshahrukhkhan,michaelsteed,"shahrukhkhan,davidletterman",,25-Oct-19,2019.0,TV-PG,61 min,internationalmovies,"""kingofbollywood""shahrukhkhanopensupabouthisrisetofame,hisfamilyandhisbillionsoffansasheanddavemeetupinmumbaiandnewyork.","mynextguestwithdavidlettermanandshahrukhkhan michaelsteed shahrukhkhan,davidletterman internationalmovies ""kingofbollywood""shahrukhkhanopensupabouthisrisetofame,hisfamilyandhisbillionsoffansasheanddavemeetupinmumbaiandnewyork."
81061828,TV Show,nailedit!france,,"artus,noémiehoniat",France,25-Oct-19,2019.0,TV-14,1 Season,"internationaltvshows,realitytv","onthisfunandfunnycompetitionshow,homebakerstalentedincatastrophestruggletore-createdessertmasterpiecesandwina5,000europrize.","nailedit!france  artus,noémiehoniat internationaltvshows,realitytv onthisfunandfunnycompetitionshow,homebakerstalentedincatastrophestruggletore-createdessertmasterpiecesandwina5,000europrize."
81062582,TV Show,nailedit!spain,,"laterremotodealcorcón,christianescribà",Spain,25-Oct-19,2019.0,TV-PG,1 Season,"internationaltvshows,realitytv,spanish-languagetvshows","onthiscompetitionshow,novicebakerstrytoavoidafiascowhileduplicatingstunningsweets.atstakeareatrophyand5,000euros.","nailedit!spain  laterremotodealcorcón,christianescribà internationaltvshows,realitytv,spanish-languagetvshows onthiscompetitionshow,novicebakerstrytoavoidafiascowhileduplicatingstunningsweets.atstakeareatrophyand5,000euros."
81017316,TV Show,prankencounters,,gatenmatarazzo,United States,25-Oct-19,2019.0,TV-MA,1 Season,"realitytv,tvcomedies,tvhorror",monstrousfrightsmeethilariousrevealsonthishidden-cameraprankshowasrealpeoplebecomethestarsoftheirownfull-blownhorrormovie.,"prankencounters  gatenmatarazzo realitytv,tvcomedies,tvhorror monstrousfrightsmeethilariousrevealsonthishidden-cameraprankshowasrealpeoplebecomethestarsoftheirownfull-blownhorrormovie."
81018455,Movie,rattlesnake,zakhilditch,"carmenejogo,theorossi,emmagreenwell,apolloniapratt,debriannamansini,brucedavis",United States,25-Oct-19,2019.0,TV-MA,86 min,"horrormovies,independentmovies,thrillers","afteramysteriouswomansavesherdaughterfromadeadlysnakebite,asinglemothermustrepaythedebtbykillingastrangerbeforesundown.","rattlesnake zakhilditch carmenejogo,theorossi,emmagreenwell,apolloniapratt,debriannamansini,brucedavis horrormovies,independentmovies,thrillers afteramysteriouswomansavesherdaughterfromadeadlysnakebite,asinglemothermustrepaythedebtbykillingastrangerbeforesundown."
81110383,Movie,theawakeningofmottiwolkenbruch,michaelsteiner,"ingemaux,noémieschmidt,joelbasman,sunnyimelles,udosamel,rachelbraunschweig,orianaschrage,meytalgal",Switzerland,25-Oct-19,2018.0,TV-MA,94 min,"comedies,dramas,internationalmovies","pressuredtomarryaniceorthodoxjewishwoman,mottiisthrownforaloopwhenhefallsforclassmatelaura,whohismotherwillneverapproveof.","theawakeningofmottiwolkenbruch michaelsteiner ingemaux,noémieschmidt,joelbasman,sunnyimelles,udosamel,rachelbraunschweig,orianaschrage,meytalgal comedies,dramas,internationalmovies pressuredtomarryaniceorthodoxjewishwoman,mottiisthrownforaloopwhenhefallsforclassmatelaura,whohismotherwillneverapproveof."
81200228,TV Show,theuntamed,,"seanxiao,wangyibo,zoeymeng,xuanlu,yubin,wangzhuocheng,liuhaikuan,zhuzanjin,wanghaoxuan,jili",China,25-Oct-19,2019.0,TV-14,1 Season,"internationaltvshows,tvaction&adventure,tvmysteries","inamagicalworldofinter-clanrivalry,twosoulmatesfacetreacherousschemesanduncoveradarkmysterylinkedtoatragiceventinthepast.","theuntamed  seanxiao,wangyibo,zoeymeng,xuanlu,yubin,wangzhuocheng,liuhaikuan,zhuzanjin,wanghaoxuan,jili internationaltvshows,tvaction&adventure,tvmysteries inamagicalworldofinter-clanrivalry,twosoulmatesfacetreacherousschemesanduncoveradarkmysterylinkedtoatragiceventinthepast."
